[INFO][cron.go:11]2019/09/01 13:54:31 [cron is starting !!!]
[INFO][cron.go:19]2019/09/01 13:54:48 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:54:48 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:54:49 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:49 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:54:50 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:50 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:51 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:54:51 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:54:52 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:52 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:53 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:54:53 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:54:54 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:54 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:55 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:55 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:54:56 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:56 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:54:57 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:57 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:58 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:54:58 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:54:59 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:54:59 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:55:00 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:55:00 [clearAllArticle ing !]
[INFO][cron.go:11]2019/09/01 13:59:43 [cron is starting !!!]
[INFO][cron.go:14]2019/09/01 13:59:44 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:44 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:45 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:45 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:59:46 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:46 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:47 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:47 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:59:48 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:48 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:59:49 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:49 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:59:50 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:50 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:51 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:51 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:59:52 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:52 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:59:53 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:53 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:54 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:54 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:59:55 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:55 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:56 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:56 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:59:57 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:57 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 13:59:58 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 13:59:58 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 13:59:59 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 13:59:59 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:00 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:00 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:01 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:01 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:02 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:02 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:03 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:03 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:04 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:04 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:05 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:05 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:06 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:06 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:07 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:07 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:08 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:08 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:09 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:09 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:10 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:10 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:11 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:11 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:12 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:12 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:13 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:13 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:14 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:14 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:15 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:15 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:16 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:16 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:17 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:17 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:18 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:18 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:19 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:19 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:20 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:20 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:21 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:21 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:22 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:22 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:23 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:23 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:24 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:24 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:25 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:25 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:26 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:26 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:27 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:27 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:28 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:28 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:29 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:29 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:30 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:30 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:31 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:31 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:32 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:32 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:33 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:33 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:34 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:34 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:35 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:35 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:36 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:36 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:37 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:37 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:38 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:38 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:39 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:39 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:40 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:40 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:41 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:41 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:42 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:42 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:43 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:43 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:44 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:44 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:45 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:45 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:46 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:46 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:47 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:47 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:48 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:48 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:49 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:49 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:50 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:50 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:51 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:51 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:52 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:52 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:53 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:53 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:54 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:54 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:55 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:55 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:56 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:56 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 14:00:57 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:57 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:58 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 14:00:58 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 14:00:59 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 14:00:59 [clearAllArticle ing !]
[INFO][cron.go:11]2019/09/01 16:08:21 [cron is starting !!!]
[INFO][cron.go:14]2019/09/01 16:08:22 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:22 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:23 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:23 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:24 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:24 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:25 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:25 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:26 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:26 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:27 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:27 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:28 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:28 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:29 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:29 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:30 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:30 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:31 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:31 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:32 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:32 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:33 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:33 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:34 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:34 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:35 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:35 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:36 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:36 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:37 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:37 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:38 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:38 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:39 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:39 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:40 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:40 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:41 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:41 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:42 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:42 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:43 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:43 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:44 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:44 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:45 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:45 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:46 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:46 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:47 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:47 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:48 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:48 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:49 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:08:49 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:50 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:50 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:51 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:51 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:52 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:52 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:53 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:53 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:54 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:54 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:55 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:55 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:56 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:56 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:57 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:08:57 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:58 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:58 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:08:59 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:08:59 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:00 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:00 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:01 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:01 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:02 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:02 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:03 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:03 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:04 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:04 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:05 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:05 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:06 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:06 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:07 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:07 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:08 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:08 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:09 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:09 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:10 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:10 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:11 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:11 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:12 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:12 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:13 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:13 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:14 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:14 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:15 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:15 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:16 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:16 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:17 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:17 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:18 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:18 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:19 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:19 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:20 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:20 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:21 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:21 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:22 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:22 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:23 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:23 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:24 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:24 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:25 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:25 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:26 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:26 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:27 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:27 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:28 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:28 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:29 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:29 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:30 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:30 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:31 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:31 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:32 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:32 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:33 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:33 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:34 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:34 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:35 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:35 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:36 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:36 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:37 [clearAllArticle ing !]
[INFO][cron.go:14]2019/09/01 16:09:37 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:38 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:38 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:39 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:39 [clearAllTag ing !]
[INFO][cron.go:19]2019/09/01 16:09:40 [clearAllArticle ing !]
[INFO][cron.go:19]2019/09/01 16:09:40 [clearAllTag ing !]
[INFO][cron.go:14]2019/09/01 16:09:41 [clearAllTag ing !]
